"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
16867,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae strain KpVA-8","E-test","EUCAST","BV BRC","GCF_001182525.1","Klebsiella pneumoniae",">16",32,"R"
16923,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1262ec","BD Phoenix","CLSI","BV BRC","SRR5386965","Klebsiella pneumoniae",">16",32,"R"
16933,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN517281","VITEK 2",NA,"BV BRC","GCA_019928005.1","Klebsiella pneumoniae",">=64",64,"R"
16944,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864849","VITEK 2","CLSI","BV BRC","GCA_900180905","Klebsiella pneumoniae",">=64",64,"R"
17007,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1835ec","BD Phoenix","CLSI","BV BRC","SRR5385936","Klebsiella pneumoniae",">16",32,"R"
17013,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN436ec","BD Phoenix","CLSI","BV BRC","SRR5386178","Klebsiella pneumoniae","<=2",2,"S"
17014,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1757ec","BD Phoenix","CLSI","BV BRC","SRR5385980","Klebsiella pneumoniae",">16",32,"R"
17035,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN681054","VITEK 2",NA,"BV BRC","GCA_019927525.1","Klebsiella pneumoniae",">=64",64,"R"
17037,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1677ec","BD Phoenix","CLSI","BV BRC","SRR5386069","Klebsiella pneumoniae",">16",32,"R"
17059,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae KPN600ec","BD Phoenix","CLSI","BV BRC","SRR5385429","Klebsiella pneumoniae","==16",16,"R"
17071,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN437ec","BD Phoenix","CLSI","BV BRC","SRR5386177","Klebsiella pneumoniae","<=2",2,"S"
17086,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN1639ec","BD Phoenix","CLSI","BV BRC","SRR5386104","Klebsiella pneumoniae","<=2",2,"S"
17119,"aztreonam",">=","64","R","mg/L","Klebsiella quasipneumoniae subsp. similipneumoniae strain 3189STDY5864903","VITEK 2","CLSI","BV BRC","GCA_900181915","Klebsiella quasipneumoniae",">=64",64,"R"
17123,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1665ec","BD Phoenix","CLSI","BV BRC","SRR5386081","Klebsiella pneumoniae",">16",32,"R"
17135,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain PB270","VITEK 2","EUCAST","BV BRC","GCF_900092945.1","Klebsiella pneumoniae",">=64",64,"R"
17138,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1940ec","BD Phoenix","CLSI","BV BRC","GCF_000821405.1","Klebsiella pneumoniae",">16",32,"R"
17141,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864774","VITEK 2","CLSI","BV BRC","GCA_900181425","Klebsiella pneumoniae","==16",16,"R"
17157,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae KPN554ec","BD Phoenix","CLSI","BV BRC","SRR5385470","Klebsiella pneumoniae","==16",16,"R"
17163,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN540ec","BD Phoenix","CLSI","BV BRC","SRR5385481","Klebsiella pneumoniae",">16",32,"R"
17193,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN605ec","BD Phoenix","CLSI","BV BRC","SRR5385425","Klebsiella pneumoniae",">16",32,"R"
17229,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864830","VITEK 2","CLSI","BV BRC","GCA_900180775","Klebsiella pneumoniae",">=64",64,"R"
17279,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN177ec","BD Phoenix","CLSI","BV BRC","SRR5386417","Klebsiella pneumoniae",">16",32,"R"
17353,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN25107","VITEK 2",NA,"BV BRC","GCA_019928635.1","Klebsiella pneumoniae","<=1",1,"S"
17375,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MLST-15","","CLSI","BV BRC","GCA_002211905.1","Klebsiella pneumoniae",">64",128,"R"
17396,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN28183","VITEK 2",NA,"BV BRC","GCA_020407065.1","Klebsiella pneumoniae",">=64",64,"R"
17399,"aztreonam","<=","4","S","mg/L","Klebsiella aerogenes strain MUGSI_291","","CLSI","BV BRC","SRR3996266","Klebsiella aerogenes","<=4",4,"S"
17408,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN574ec","BD Phoenix","CLSI","BV BRC","SRR5385453","Klebsiella pneumoniae",">16",32,"R"
17459,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae strain MRSN518712","VITEK 2",NA,"BV BRC","GCA_019927965.1","Klebsiella pneumoniae","==16",16,"R"
17478,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN1645ec","BD Phoenix","CLSI","BV BRC","SRR5386101","Klebsiella pneumoniae","<=2",2,"S"
17484,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1064ec","BD Phoenix","CLSI","BV BRC","SRR5385769","Klebsiella pneumoniae",">16",32,"R"
17490,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2111ec","BD Phoenix","CLSI","BV BRC","SRR5387193","Klebsiella pneumoniae",">16",32,"R"
17501,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_143","","CLSI","BV BRC","SRR4035116","Klebsiella pneumoniae",">64",128,"R"
17520,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN322ec","BD Phoenix","CLSI","BV BRC","SRR5386283","Klebsiella pneumoniae",">16",32,"R"
17550,"aztreonam",">=","64","R","mg/L","Klebsiella aerogenes strain URMC225","VITEK 2","CLSI","BV BRC","GCA_003951535.1","Klebsiella aerogenes",">=64",64,"R"
17626,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1728ec","BD Phoenix","CLSI","BV BRC","GCF_000785625.1","Klebsiella pneumoniae",">16",32,"R"
17638,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain AR_0003","","CLSI","BV BRC","GCF_001875025.1","Klebsiella pneumoniae",">64",128,"R"
17641,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1382ec","BD Phoenix","CLSI","BV BRC","SRR5386795","Klebsiella pneumoniae",">16",32,"R"
17651,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN714ec","BD Phoenix","CLSI","BV BRC","GCF_000822485.1","Klebsiella pneumoniae",">16",32,"R"
17653,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1437ec","BD Phoenix","CLSI","BV BRC","SRR5386746","Klebsiella pneumoniae",">16",32,"R"
17668,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_141","","CLSI","BV BRC","SRR4065679","Klebsiella pneumoniae",">64",128,"R"
17686,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN366ec","BD Phoenix","CLSI","BV BRC","SRR5386246","Klebsiella pneumoniae",">16",32,"R"
17690,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1727ec","BD Phoenix","CLSI","BV BRC","SRR5386004","Klebsiella pneumoniae",">16",32,"R"
17707,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae KPN448ec","BD Phoenix","CLSI","BV BRC","SRR5386166","Klebsiella pneumoniae","==16",16,"R"
17724,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN254ec","BD Phoenix","CLSI","BV BRC","SRR5386349","Klebsiella pneumoniae",">16",32,"R"
17731,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain AR_362","","CLSI","BV BRC","GCA_003288375.1","Klebsiella pneumoniae",">64",128,"R"
17744,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1411ec","BD Phoenix","CLSI","BV BRC","SRR5386770","Klebsiella pneumoniae",">16",32,"R"
17754,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN688ec","BD Phoenix","CLSI","BV BRC","SRR5387017","Klebsiella pneumoniae",">16",32,"R"
17762,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN479404","VITEK 2",NA,"BV BRC","GCA_019928105.1","Klebsiella pneumoniae",">=64",64,"R"
17766,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN777ec","BD Phoenix","CLSI","BV BRC","GCF_000822585.1","Klebsiella pneumoniae",">16",32,"R"
17796,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN139ec","BD Phoenix","CLSI","BV BRC","SRR5386443","Klebsiella pneumoniae",">16",32,"R"
17816,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_82","","CLSI","BV BRC","SRR4017833","Klebsiella pneumoniae",">64",128,"R"
17819,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN144ec","BD Phoenix","CLSI","BV BRC","SRR5386438","Klebsiella pneumoniae",">16",32,"R"
17862,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864864","VITEK 2","CLSI","BV BRC","GCA_900181315","Klebsiella pneumoniae","==16",16,"R"
17864,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2083ec","BD Phoenix","CLSI","BV BRC","SRR5387217","Klebsiella pneumoniae",">16",32,"R"
17877,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_66","","CLSI","BV BRC","SRR3996254","Klebsiella pneumoniae",">64",128,"R"
17886,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN416ec","BD Phoenix","CLSI","BV BRC","SRR5386197","Klebsiella pneumoniae",">16",32,"R"
17951,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2038ec","BD Phoenix","CLSI","BV BRC","SRR5387258","Klebsiella pneumoniae",">16",32,"R"
17957,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1168ec","BD Phoenix","CLSI","BV BRC","SRR5385676","Klebsiella pneumoniae",">16",32,"R"
17973,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN337ec","BD Phoenix","CLSI","BV BRC","SRR5386270","Klebsiella pneumoniae",">16",32,"R"
18017,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1714ec","BD Phoenix","CLSI","BV BRC","SRR5386034","Klebsiella pneumoniae",">16",32,"R"
18093,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1185ec","BD Phoenix","CLSI","BV BRC","SRR5385660","Klebsiella pneumoniae",">16",32,"R"
18158,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN27989","VITEK 2",NA,"BV BRC","GCA_019928525.1","Klebsiella pneumoniae",">=64",64,"R"
18170,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN691ec","BD Phoenix","CLSI","BV BRC","SRR5387014","Klebsiella pneumoniae",">16",32,"R"
18173,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain W2-5-ERG4","VITEK 2","EUCAST","BV BRC","GCF_900093025.1","Klebsiella pneumoniae","<=1",1,"S"
18196,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN13748","VITEK 2",NA,"BV BRC","GCA_019930285.1","Klebsiella pneumoniae",">=64",64,"R"
18209,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1652ec","BD Phoenix","CLSI","BV BRC","SRR5386094","Klebsiella pneumoniae",">16",32,"R"
18212,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1605ec","BD Phoenix","CLSI","BV BRC","SRR5386125","Klebsiella pneumoniae",">16",32,"R"
18267,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN196ec","BD Phoenix","CLSI","BV BRC","SRR5386399","Klebsiella pneumoniae",">16",32,"R"
18348,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1739ec","BD Phoenix","CLSI","BV BRC","SRR5385995","Klebsiella pneumoniae",">16",32,"R"
18349,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1533ec","BD Phoenix","CLSI","BV BRC","SRR5386642","Klebsiella pneumoniae",">16",32,"R"
18358,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2113ec","BD Phoenix","CLSI","BV BRC","GCF_000821665.1","Klebsiella pneumoniae",">16",32,"R"
18373,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2019ec","BD Phoenix","CLSI","BV BRC","SRR5387275","Klebsiella pneumoniae",">16",32,"R"
18394,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN463ec","BD Phoenix","CLSI","BV BRC","SRR5385534","Klebsiella pneumoniae","<=2",2,"S"
18418,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1879ec","BD Phoenix","CLSI","BV BRC","SRR5387387","Klebsiella pneumoniae",">16",32,"R"
18436,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN442ec","BD Phoenix","CLSI","BV BRC","SRR5386172","Klebsiella pneumoniae",">16",32,"R"
18447,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1469ec","BD Phoenix","CLSI","BV BRC","SRR5386701","Klebsiella pneumoniae",">16",32,"R"
18455,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae KPN1281ec","BD Phoenix","CLSI","BV BRC","SRR5386946","Klebsiella pneumoniae","==16",16,"R"
18468,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_96","","CLSI","BV BRC","SRR4017893","Klebsiella pneumoniae",">64",128,"R"
18511,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1624ec","BD Phoenix","CLSI","BV BRC","SRR5386111","Klebsiella pneumoniae",">16",32,"R"
18531,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN300ec","BD Phoenix","CLSI","BV BRC","SRR5386305","Klebsiella pneumoniae",">16",32,"R"
18562,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN27106","VITEK 2",NA,"BV BRC","GCA_019928545.1","Klebsiella pneumoniae","<=1",1,"S"
18567,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN15219","VITEK 2",NA,"BV BRC","GCA_020407035.1","Klebsiella pneumoniae",">=64",64,"R"
18589,"aztreonam","==","32","R","mg/L","Klebsiella pneumoniae strain MRSN5613","VITEK 2",NA,"BV BRC","GCF_900085435.1","Klebsiella pneumoniae","==32",32,"R"
18633,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN430ec","BD Phoenix","CLSI","BV BRC","SRR5386183","Klebsiella pneumoniae","<=2",2,"S"
18718,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN231ec","BD Phoenix","CLSI","BV BRC","SRR5386368","Klebsiella pneumoniae",">16",32,"R"
18797,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN613682","VITEK 2",NA,"BV BRC","GCA_019927625.1","Klebsiella pneumoniae",">=64",64,"R"
18854,"aztreonam","==","4","S","mg/L","Klebsiella pneumoniae KPN1307ec","BD Phoenix","CLSI","BV BRC","SRR5386934","Klebsiella pneumoniae","==4",4,"S"
18868,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN676980","VITEK 2",NA,"BV BRC","GCF_900086215.1","Klebsiella pneumoniae","<=1",1,"S"
18900,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN28893","VITEK 2",NA,"BV BRC","GCA_019928385.1","Klebsiella pneumoniae","<=1",1,"S"
18913,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1768ec","BD Phoenix","CLSI","BV BRC","SRR5385970","Klebsiella pneumoniae",">16",32,"R"
18926,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_28","","CLSI","BV BRC","SRR3987115","Klebsiella pneumoniae",">64",128,"R"
18971,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN340ec","BD Phoenix","CLSI","BV BRC","SRR5386267","Klebsiella pneumoniae",">16",32,"R"
18993,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain 15_GR_13","","CLSI","BV BRC","GCF_001701475.1","Klebsiella pneumoniae",">64",128,"R"
18998,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1249ec","BD Phoenix","CLSI","BV BRC","SRR5386976","Klebsiella pneumoniae",">16",32,"R"
19002,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN750877","VITEK 2",NA,"BV BRC","GCA_019927315.1","Klebsiella pneumoniae","<=1",1,"S"
19038,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1057ec","BD Phoenix","CLSI","BV BRC","SRR5385774","Klebsiella pneumoniae",">16",32,"R"
19055,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN545ec","BD Phoenix","CLSI","BV BRC","SRR5385477","Klebsiella pneumoniae",">16",32,"R"
19068,"aztreonam",">=","64","R","mg/L","Klebsiella quasipneumoniae subsp. similipneumoniae strain 3189STDY5864936","VITEK 2","CLSI","BV BRC","GCA_900180635","Klebsiella quasipneumoniae",">=64",64,"R"
19090,"aztreonam",">=","64","R","mg/L","Klebsiella aerogenes strain URMC226","VITEK 2","CLSI","BV BRC","GCA_003952905.1","Klebsiella aerogenes",">=64",64,"R"
19110,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1233ec","BD Phoenix","CLSI","BV BRC","SRR5386988","Klebsiella pneumoniae",">16",32,"R"
19123,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1569ec","BD Phoenix","CLSI","BV BRC","SRR5386156","Klebsiella pneumoniae",">16",32,"R"
19146,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1444ec","BD Phoenix","CLSI","BV BRC","SRR5386739","Klebsiella pneumoniae",">16",32,"R"
19149,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain W2-1-ERG1","VITEK 2","EUCAST","BV BRC","GCF_900092865.1","Klebsiella pneumoniae",">=64",64,"R"
19179,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1992ec","BD Phoenix","CLSI","BV BRC","SRR5387300","Klebsiella pneumoniae",">16",32,"R"
19202,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN475ec","BD Phoenix","CLSI","BV BRC","SRR5385523","Klebsiella pneumoniae",">16",32,"R"
19239,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1781ec","BD Phoenix","CLSI","BV BRC","SRR5385959","Klebsiella pneumoniae",">16",32,"R"
19244,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN1586ec","BD Phoenix","CLSI","BV BRC","SRR5386141","Klebsiella pneumoniae","<=2",2,"S"
19276,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2108ec","BD Phoenix","CLSI","BV BRC","SRR5387195","Klebsiella pneumoniae",">16",32,"R"
19368,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1045ec","BD Phoenix","CLSI","BV BRC","SRR5385784","Klebsiella pneumoniae",">16",32,"R"
19401,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain 1_GR_13","","CLSI","BV BRC","GCF_001701425.1","Klebsiella pneumoniae",">64",128,"R"
19444,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN973ec","BD Phoenix","CLSI","BV BRC","SRR5385843","Klebsiella pneumoniae",">16",32,"R"
19449,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN406ec","BD Phoenix","CLSI","BV BRC","SRR5386206","Klebsiella pneumoniae",">16",32,"R"
19452,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1085ec","BD Phoenix","CLSI","BV BRC","SRR5385751","Klebsiella pneumoniae",">16",32,"R"
19460,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1475ec","BD Phoenix","CLSI","BV BRC","SRR5386695","Klebsiella pneumoniae",">16",32,"R"
19484,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN15937","VITEK 2",NA,"BV BRC","GCA_019930185.1","Klebsiella pneumoniae","<=1",1,"S"
19486,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN965ec","BD Phoenix","CLSI","BV BRC","SRR5385849","Klebsiella pneumoniae",">16",32,"R"
19509,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN267ec","BD Phoenix","CLSI","BV BRC","SRR5386337","Klebsiella pneumoniae",">16",32,"R"
19539,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1529ec","BD Phoenix","CLSI","BV BRC","GCF_000710095.1","Klebsiella pneumoniae",">16",32,"R"
19565,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain 24_GR_13","","CLSI","BV BRC","GCA_001701415.1","Klebsiella pneumoniae",">64",128,"R"
19576,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN1410ec","BD Phoenix","CLSI","BV BRC","SRR5386771","Klebsiella pneumoniae","<=2",2,"S"
19578,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN155ec","BD Phoenix","CLSI","BV BRC","SRR5386431","Klebsiella pneumoniae",">16",32,"R"
19581,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain AR_0097","","CLSI","BV BRC","GCA_003571645.1","Klebsiella pneumoniae",">64",128,"R"
19610,"aztreonam","==","4","S","mg/L","Klebsiella pneumoniae KPN1164ec","BD Phoenix","CLSI","BV BRC","SRR5385680","Klebsiella pneumoniae","==4",4,"S"
19639,"aztreonam",">","32","R","mg/L","Klebsiella pneumoniae KP-16PI","","EUCAST","BV BRC","SRR12518060","Klebsiella pneumoniae",">32",64,"R"
19653,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864892","VITEK 2","CLSI","BV BRC","GCA_900181765","Klebsiella pneumoniae",">=64",64,"R"
19671,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1694ec","BD Phoenix","CLSI","BV BRC","SRR5386053","Klebsiella pneumoniae",">16",32,"R"
19679,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1868ec","BD Phoenix","CLSI","BV BRC","SRR5387398","Klebsiella pneumoniae",">16",32,"R"
19682,"aztreonam","==","32","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864842","VITEK 2","CLSI","BV BRC","GCA_900180505","Klebsiella pneumoniae","==32",32,"R"
19732,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN2159ec","BD Phoenix","CLSI","BV BRC","SRR5387165","Klebsiella pneumoniae",">16",32,"R"
19733,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae KPN2058ec","BD Phoenix","CLSI","BV BRC","SRR5387239","Klebsiella pneumoniae","==16",16,"R"
19750,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864784","VITEK 2","CLSI","BV BRC","GCA_900181555","Klebsiella pneumoniae",">=64",64,"R"
19777,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1251ec","BD Phoenix","CLSI","BV BRC","SRR5386975","Klebsiella pneumoniae",">16",32,"R"
19778,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1686ec","BD Phoenix","CLSI","BV BRC","SRR5386062","Klebsiella pneumoniae",">16",32,"R"
19781,"aztreonam","==","16","R","mg/L","Klebsiella pneumoniae strain MRSN728987","VITEK 2",NA,"BV BRC","GCA_019927465.1","Klebsiella pneumoniae","==16",16,"R"
19794,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1038ec","BD Phoenix","CLSI","BV BRC","SRR5385791","Klebsiella pneumoniae",">16",32,"R"
19803,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864748","VITEK 2","CLSI","BV BRC","GCA_900180595","Klebsiella pneumoniae",">=64",64,"R"
19811,"aztreonam",">=","64","R","mg/L","Klebsiella pneumoniae strain MRSN27778","VITEK 2",NA,"BV BRC","GCA_019928505.1","Klebsiella pneumoniae",">=64",64,"R"
19854,"aztreonam","<=","1","S","mg/L","Klebsiella pneumoniae strain MRSN676980","VITEK 2",NA,"BV BRC","GCA_019927565.1","Klebsiella pneumoniae","<=1",1,"S"
19859,"aztreonam",">","64","R","mg/L","Klebsiella pneumoniae strain MUGSI_49","","CLSI","BV BRC","SRR3996238","Klebsiella pneumoniae",">64",128,"R"
19863,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae strain KpVA-4","E-test","EUCAST","BV BRC","GCF_001182445.1","Klebsiella pneumoniae",">16",32,"R"
19928,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN181ec","BD Phoenix","CLSI","BV BRC","SRR5386413","Klebsiella pneumoniae",">16",32,"R"
19944,"aztreonam","<=","2","S","mg/L","Klebsiella oxytoca strain AR_0028","","CLSI","BV BRC","GCA_002947505.1","Klebsiella oxytoca","<=2",2,"S"
19975,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1518ec","BD Phoenix","CLSI","BV BRC","SRR5386655","Klebsiella pneumoniae",">16",32,"R"
19988,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN737ec","BD Phoenix","CLSI","BV BRC","GCF_000822525.1","Klebsiella pneumoniae",">16",32,"R"
20016,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN890ec","BD Phoenix","CLSI","BV BRC","SRR5385920","Klebsiella pneumoniae",">16",32,"R"
20019,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN742ec","BD Phoenix","CLSI","BV BRC","SRR5386573","Klebsiella pneumoniae",">16",32,"R"
20043,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN228ec","BD Phoenix","CLSI","BV BRC","SRR5386370","Klebsiella pneumoniae",">16",32,"R"
20049,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN412ec","BD Phoenix","CLSI","BV BRC","SRR5386201","Klebsiella pneumoniae",">16",32,"R"
20074,"aztreonam","<","2","S","mg/L","Klebsiella pneumoniae strain MUGSI_225","","CLSI","BV BRC","SRR4017923","Klebsiella pneumoniae","<2",1,"S"
20084,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN1268ec","BD Phoenix","CLSI","BV BRC","SRR5386959","Klebsiella pneumoniae",">16",32,"R"
20088,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN568ec","BD Phoenix","CLSI","BV BRC","SRR5385458","Klebsiella pneumoniae",">16",32,"R"
20090,"aztreonam","<=","2","S","mg/L","Klebsiella pneumoniae KPN342ec","BD Phoenix","CLSI","BV BRC","SRR5386266","Klebsiella pneumoniae","<=2",2,"S"
20095,"aztreonam",">","16","R","mg/L","Klebsiella pneumoniae KPN552ec","BD Phoenix","CLSI","BV BRC","SRR5385472","Klebsiella pneumoniae",">16",32,"R"
20112,"aztreonam",">","32","R","mg/L","Klebsiella pneumoniae KP-43LI","","EUCAST","BV BRC","SRR12518036","Klebsiella pneumoniae",">32",64,"R"
